week_start,plan_year,plan_week,calendar_year,month,week_of_year,season,sku_id,product_name,region_id,country,region_name,weather_proxy_city,channel_id,base_weekly_units_py2022,structural_growth_rate,plan_year_growth_factor,plan_year_normalization_factor,sku_seasonality_factor,base_portfolio_region_share,product_region_affinity,normalized_product_region_share,regional_season_modifier,channel_mix_share,allocated_structural_units,weather_dgp_available,audit_hidden_weather_z,weather_effect_pct,weather_factor,weather_model_input_allowed,promotion_flag,promotion_uplift_pct,promotion_factor,zero_or_no_order_flag,order_pattern_factor,positive_spike_flag,positive_spike_factor,negative_shock_flag,negative_shock_factor,noise_sd_pct,noise_factor,true_demand_units_continuous,true_demand_units,demand_provenance,weather_dgp_provenance,generator_version,generator_seed,audit_hidden_heating_degree_10,audit_hidden_heating_degree_5,audit_hidden_wet_cold_degree,audit_hidden_cold_run_days,audit_hidden_wet_cold_run_days,audit_hidden_snow_persistence_days,audit_hidden_rain_wind_event_days,weather_cap_type,weather_cap_value,weather_sensitivity,planning_basis_type,planning_basis_annual_units,planner_growth_assumption_pct,buy_factor,committed_buy_units_plan_year,weekly_plan_units,forward_coverage_target_units,seasonal_receipt_units,replenishment_receipt_units,chase_receipt_units,return_restock_units,total_inventory_receipts_units,beginning_inventory_units,ending_inventory_units,shipped_units,observed_sales_units,lost_demand_units,row_fill_rate,gross_returns_units,sellable_return_units,non_sellable_return_units,return_restock_delay_weeks,in_stock_days,constrained_flag,stockout_flag,sales_censored_flag,normal_replenishment_allowed,chase_capacity_share_available,chase_capacity_remaining_units,chase_triggered_flag,chase_used_units,receipt_event_label,peak_cover_extension_weeks,peak_cover_buffer_wos
2026-03-30,PY2026,40,2026,3,14,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,1.03641,0.14,1.0,0.14206,0.97,0.31,27.4066,1,-1.0151164651533295,-0.180371,0.819629,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.92391,20.754,21,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,20.48,2.43,8.72,2.0,1.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,17.32319335141228,0.0,0.0,0.0,0.0,1.3798400000000004,1.3798400000000004,14.984140192395577,1.7763568394002505e-15,14.984140192395575,14.984140192395575,6.015859807604425,0.7135304853521702,0.8241277105817566,0.738418428681254,0.08570928190050264,1.0,5.0,1.0,0.0,1.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-04-06,PY2026,41,2026,4,15,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.792549,0.14,1.0,0.14206,0.97,0.31,20.958,1,0.4251178678738922,0.110319,1.110319,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.028512,23.9335,24,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,39.41,12.52,4.0200000000000005,3.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,22.391410657762737,0.0,0.0,69.75702257320266,0.0,0.738418428681254,70.49544100188392,70.49544100188392,46.49544100188392,24.000000000000004,24.000000000000004,0.0,1.0000000000000002,1.3200000000000003,1.1827200000000002,0.13728000000000007,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-04-13,PY2026,42,2026,4,16,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.792549,0.14,1.0,0.14206,0.97,0.31,20.958,1,-0.9185399648634156,-0.174386,0.825614,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.042318,18.0355,18,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,3.78,0.0,1.7800000000000002,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,18.960007346072633,0.0,0.0,0.0,0.0,1.1827200000000002,1.1827200000000002,47.67816100188392,29.67816100188392,18.0,18.0,0.0,1.0,0.99,0.88704,0.10295999999999994,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-04-20,PY2026,43,2026,4,17,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.792549,0.14,1.0,0.14206,0.97,0.31,20.958,1,1.5036222204882967,0.195103,1.195103,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.922713,23.1112,23,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,15.8,2.390000000000001,0.0,1.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,20.675709001917685,0.0,0.0,0.0,0.0,0.88704,0.88704,30.56520100188392,7.565201001883921,23.0,23.0,0.0,1.0,1.265,1.13344,0.1315599999999999,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-04-27,PY2026,44,2026,4,18,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.792549,0.14,1.0,0.14206,0.97,0.31,20.958,1,0.1144399182137553,0.033109,1.033109,0,0,0.0,1.0,0,1.0,0,1.0,1,0.585377,0.14,1.225439,15.5319,16,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,9.16,0.0,1.92,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,21.274700532478644,0.0,0.0,69.75702257320266,0.0,1.13344,70.89046257320265,78.45566357508658,62.455663575086575,16.0,16.0,0.0,1.0,0.88,0.7884800000000001,0.09151999999999993,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-05-04,PY2026,45,2026,5,19,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.629975,0.14,1.0,0.14206,0.97,0.31,16.6589,1,0.2023523106693989,0.057426,1.057426,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.890457,15.6859,16,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,4.480000000000004,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,19.902139207802602,0.0,0.0,0.0,0.0,0.7884800000000001,0.7884800000000001,63.244143575086575,47.244143575086575,16.0,16.0,0.0,1.0,0.88,0.7884800000000001,0.09151999999999993,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-05-11,PY2026,46,2026,5,20,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.629975,0.14,1.0,0.14206,0.97,0.31,16.6589,1,0.0705055588814303,0.020515,1.020515,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.736208,12.516,13,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,2.530000000000003,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,15.784455233774477,0.0,0.0,0.0,0.0,0.7884800000000001,0.7884800000000001,48.032623575086575,35.032623575086575,13.000000000000002,13.000000000000002,0.0,1.0000000000000002,0.7150000000000001,0.6406400000000001,0.07435999999999998,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-05-18,PY2026,47,2026,5,21,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.629975,0.14,1.0,0.14206,0.97,0.31,16.6589,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.839381,13.9832,14,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,15.098174571436457,0.0,0.0,69.75702257320266,0.0,0.6406400000000001,70.39766257320267,105.43028614828924,91.43028614828924,14.000000000000002,14.000000000000002,0.0,1.0000000000000002,0.7700000000000001,0.6899200000000001,0.08008000000000004,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-05-25,PY2026,48,2026,5,22,SPRING,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.629975,0.14,1.0,0.14206,0.97,0.31,16.6589,1,-0.3606836824491801,-0.096555,0.903445,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.919372,13.8369,14,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,15.44131490260547,0.0,0.0,0.0,0.0,0.6899200000000001,0.6899200000000001,92.12020614828924,78.12020614828924,13.999999999999998,13.999999999999998,1.7763568394002505e-15,0.9999999999999999,0.7699999999999999,0.68992,0.08007999999999993,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-06-01,PY2026,49,2026,6,23,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.528366,0.14,1.0,0.14206,0.92,0.31,13.2518,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.887434,11.7601,12,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,13.725613246760416,0.0,0.0,0.0,0.0,0.68992,0.68992,78.81012614828924,66.81012614828924,12.000000000000002,12.000000000000002,0.0,1.0000000000000002,0.6600000000000001,0.5913600000000001,0.06864000000000003,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-06-08,PY2026,50,2026,6,24,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.528366,0.14,1.0,0.14206,0.92,0.31,13.2518,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.854151,11.319,11,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,12.009911590915364,0.0,0.0,56.64303490223405,0.0,0.5913600000000001,57.23439490223405,124.04452105052329,113.04452105052329,10.999999999999998,10.999999999999998,1.7763568394002505e-15,0.9999999999999999,0.6049999999999999,0.5420799999999999,0.06291999999999998,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-06-15,PY2026,51,2026,6,25,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.528366,0.14,1.0,0.14206,0.92,0.31,13.2518,1,1.4427347297967208,0.194164,1.194164,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.162718,18.3998,18,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,10.980490597408334,0.0,0.0,0.0,0.0,0.5420799999999999,0.5420799999999999,113.58660105052329,95.58660105052329,18.0,18.0,0.0,1.0,0.99,0.88704,0.10295999999999994,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2026-06-22,PY2026,52,2026,6,26,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,540,0.04,1.169859,0.979923,0.528366,0.14,1.0,0.14206,0.92,0.31,13.2518,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.061784,14.0705,14,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,PRIOR_PLAN_YEAR_OBSERVED_SALES,1281.3074952203838,0.029420993507031416,0.961565468107126,1268.3095013309576,11.323630928577343,0.0,0.0,0.0,0.0,0.88704,0.88704,96.47364105052328,82.47364105052328,14.0,14.0,0.0,1.0,0.77,0.68992,0.08008000000000004,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,,2.0,0.0
2021-07-05,PY2022,1,2021,7,27,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.508044,0.14,1.0,0.14206,0.92,0.3,10.4997,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,1.070079,14.0444,14,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,10.527295873234744,65.24142468295298,61.36323672008082,0.0,0.0,0.0,61.36323672008082,61.36323672008082,47.36323672008082,14.000000000000002,14.000000000000002,0.0,1.0000000000000002,0.28,0.14196,0.13804000000000002,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,JUL_OPENING,2.0,2.3958032450866718
2021-07-12,PY2022,2,2021,7,28,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.508044,0.14,1.0,0.14206,0.92,0.3,10.4997,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,0.735225,9.6496,10,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,10.388774916605058,0.0,0.0,0.0,0.0,0.0,0.0,47.36323672008082,37.36323672008082,9.999999999999998,9.999999999999998,1.7763568394002505e-15,0.9999999999999998,0.19999999999999996,0.10139999999999998,0.09859999999999998,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,,2.0,2.3958032450866718
2021-07-19,PY2022,3,2021,7,29,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.508044,0.14,1.0,0.14206,0.92,0.3,10.4997,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,0.961492,12.6192,13,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,10.388774916605058,0.0,0.0,0.0,0.0,0.0,0.0,37.36323672008082,24.363236720080824,12.999999999999996,12.999999999999996,3.552713678800501e-15,0.9999999999999998,0.25999999999999995,0.13181999999999996,0.12818,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,,2.0,2.3958032450866718
2021-07-26,PY2022,4,2021,7,30,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.508044,0.14,1.0,0.14206,0.92,0.3,10.4997,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,0.938306,12.3149,12,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,10.942825761943649,0.0,0.0,0.0,0.0,0.14196,0.14196,24.505196720080825,12.505196720080827,11.999999999999998,11.999999999999998,1.7763568394002505e-15,0.9999999999999999,0.23999999999999996,0.12167999999999998,0.11831999999999998,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,,2.0,2.3958032450866718
2021-08-02,PY2022,5,2021,8,31,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.589331,0.14,1.0,0.14206,0.92,0.3,12.1796,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,1.222528,18.6124,19,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,11.49687660728224,92.16193699487565,74.17829898652693,0.0,0.0,0.10139999999999998,74.27969898652692,86.78489570660776,67.78489570660776,19.0,19.0,0.0,1.0,0.38,0.19266,0.18734,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,AUG_PRESEASON,2.0,2.3958032450866718
2021-08-09,PY2022,6,2021,8,32,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.589331,0.14,1.0,0.14206,0.92,0.3,12.1796,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,1,0.0,0,1.0,0,1.0,0.14,0.865932,0.0,0,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,12.050927452620831,0.0,0.0,0.0,0.0,0.13181999999999996,0.13181999999999996,67.91671570660776,67.91671570660776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,,2.0,2.3958032450866718
2021-08-16,PY2022,7,2021,8,33,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.589331,0.14,1.0,0.14206,0.92,0.3,12.1796,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,0.901158,13.7197,14,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,12.050927452620831,0.0,0.0,0.0,0.0,0.12167999999999998,0.12167999999999998,68.03839570660776,54.03839570660776,14.0,14.0,0.0,1.0,0.28,0.14196,0.13804000000000002,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,,2.0,2.3958032450866718
2021-08-23,PY2022,8,2021,8,34,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.589331,0.14,1.0,0.14206,0.92,0.3,12.1796,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,0.916898,13.9593,14,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,12.050927452620831,0.0,0.0,0.0,0.0,0.19266,0.19266,54.231055706607755,40.231055706607755,14.0,14.0,0.0,1.0,0.28,0.14196,0.13804000000000002,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,,2.0,2.3958032450866718
2021-08-30,PY2022,9,2021,8,35,SUMMER,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.589331,0.14,1.0,0.14206,0.92,0.3,12.1796,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,1.047486,15.9475,16,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,14.392162487923565,0.0,0.0,0.0,0.0,0.0,0.0,40.231055706607755,24.23105570660775,16.000000000000004,16.000000000000004,0.0,1.0000000000000002,0.32000000000000006,0.16224000000000002,0.15776000000000004,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,,2.0,2.3958032450866718
2021-09-06,PY2022,10,2021,9,36,FALL,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.833192,0.14,1.0,0.14206,1.03,0.3,19.2783,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,0.935327,22.5394,23,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,16.7333975232263,113.73495661400378,82.74308074073483,0.0,0.0,0.14196,82.88504074073482,107.11609644734257,84.11609644734257,23.0,23.0,0.0,1.0,0.46,0.23322,0.22678,3.0,7.0,0.0,0.0,0.0,0.0,0.08,90.0998355867314,0.0,0.0,SEP_BUILD,2.0,2.3958032450866718
2021-09-13,PY2022,11,2021,9,37,FALL,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.833192,0.14,1.0,0.14206,1.03,0.3,19.2783,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.14,0.98952,23.8453,24,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,19.074632558529032,0.0,0.0,0.0,0.0,0.14196,0.14196,84.25805644734257,60.25805644734256,24.000000000000007,24.000000000000007,0.0,1.0000000000000002,0.48000000000000015,0.24336000000000008,0.23664000000000007,3.0,7.0,0.0,0.0,0.0,0.0,0.08,78.32725050312294,1.0,11.772585083608469,,2.0,2.3958032450866718
2021-09-20,PY2022,12,2021,9,38,FALL,APS-001,Alpine Performance Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,540,0.04,1.0,0.976113,0.833192,0.14,1.0,0.14206,1.03,0.3,19.2783,1,-1.1008487954342177e-17,-0.0,1.0,0,0,0.0,1.0,1,0.0,0,1.0,0,1.0,0.14,1.251773,0.0,0,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,1210.2127999999998,-0.010564595502246928,0.9405563569201839,1126.2479448341426,19.074632558529032,0.0,0.0,0.0,0.0,0.16224000000000002,0.16224000000000002,60.42029644734256,60.42029644734256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.08,63.57837052542267,1.0,14.74887997770027,,2.0,2.3958032450866718
