week_start,region_id,proxy_city,avg_temp_c,rain_mm,snow_cm,max_wind_kmh,wet_cold_days,temp_reference_c,rain_reference_mm,snow_reference_cm,temp_anomaly_c,rain_anomaly_mm,snow_anomaly_cm,heavy_rain_week_flag,heavy_snow_week_flag,cold_week_flag,very_cold_week_flag,wet_cold_week_flag,high_wind_week_flag,cold_severity_dimension,rain_severity_dimension,snow_severity_dimension,wet_cold_severity_dimension,wind_severity_dimension,adverse_dimension_count,extreme_weather_event_flag,mild_weather_candidate_flag,weather_reference_available,scenario_eligible_flag,weather_scenario,scenario_reason,scenario_method,scenario_provenance,scenario_threshold_provenance
2026-05-25,CA_PNW,"Vancouver, BC",14.9,22.0,0.0,14.2,0,14.575,42.3,0.0,0.325,-20.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2026-06-01,CA_PNW,"Vancouver, BC",15.529,25.2,0.0,13.1,0,16.196,27.075,0.0,-0.667,-1.875,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2026-06-08,CA_PNW,"Vancouver, BC",16.614,24.3,0.0,16.7,0,14.846,18.1,0.0,1.768,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2026-06-15,CA_PNW,"Vancouver, BC",18.914,0.6,0.0,14.1,0,16.139,15.625,0.0,2.775,-15.025,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2026-06-22,CA_PNW,"Vancouver, BC",18.529,24.8,0.0,14.0,0,17.304,11.8,0.0,1.225,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-07-05,CA_PRAIRIE,"Calgary, AB",18.471,32.8,0.0,17.6,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-07-12,CA_PRAIRIE,"Calgary, AB",19.143,0.8,0.0,22.1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-07-19,CA_PRAIRIE,"Calgary, AB",18.2,2.6,0.0,21.9,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-07-26,CA_PRAIRIE,"Calgary, AB",21.086,0.3,0.0,19.4,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-08-02,CA_PRAIRIE,"Calgary, AB",19.629,14.4,0.0,20.3,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-08-09,CA_PRAIRIE,"Calgary, AB",20.6,0.0,0.0,20.5,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-08-16,CA_PRAIRIE,"Calgary, AB",12.543,66.1,0.0,17.7,0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-08-23,CA_PRAIRIE,"Calgary, AB",12.886,9.2,0.0,24.7,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-08-30,CA_PRAIRIE,"Calgary, AB",13.286,4.4,0.0,22.2,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-09-06,CA_PRAIRIE,"Calgary, AB",14.371,15.1,0.0,15.8,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-09-13,CA_PRAIRIE,"Calgary, AB",10.386,4.5,0.21,22.4,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-09-20,CA_PRAIRIE,"Calgary, AB",13.543,0.1,0.0,18.5,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-09-27,CA_PRAIRIE,"Calgary, AB",11.786,0.0,0.0,19.7,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-10-04,CA_PRAIRIE,"Calgary, AB",7.014,0.9,0.21,32.9,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-10-11,CA_PRAIRIE,"Calgary, AB",4.143,0.2,0.14,18.6,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-10-18,CA_PRAIRIE,"Calgary, AB",5.157,23.6,0.14,20.4,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-10-25,CA_PRAIRIE,"Calgary, AB",2.086,2.6,5.04,23.8,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-11-01,CA_PRAIRIE,"Calgary, AB",2.057,0.0,0.0,20.3,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-11-08,CA_PRAIRIE,"Calgary, AB",0.886,0.1,0.7,21.3,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-11-15,CA_PRAIRIE,"Calgary, AB",-1.9,1.5,7.63,32.6,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-11-22,CA_PRAIRIE,"Calgary, AB",1.471,0.0,1.05,21.2,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-11-29,CA_PRAIRIE,"Calgary, AB",-1.614,1.4,6.72,24.1,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-12-06,CA_PRAIRIE,"Calgary, AB",-4.843,0.0,0.77,37.1,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-12-13,CA_PRAIRIE,"Calgary, AB",-15.157,0.0,3.78,21.4,0,,,,,,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-12-20,CA_PRAIRIE,"Calgary, AB",-16.557,0.0,2.38,23.0,0,,,,,,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2021-12-27,CA_PRAIRIE,"Calgary, AB",-21.471,0.0,0.49,32.5,0,,,,,,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-01-03,CA_PRAIRIE,"Calgary, AB",-23.8,0.0,2.73,18.7,0,,,,,,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-01-10,CA_PRAIRIE,"Calgary, AB",1.786,0.5,0.07,31.6,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-01-17,CA_PRAIRIE,"Calgary, AB",-1.957,0.0,1.82,27.9,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-01-24,CA_PRAIRIE,"Calgary, AB",1.229,0.3,0.77,27.9,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-01-31,CA_PRAIRIE,"Calgary, AB",-8.029,0.1,1.54,34.2,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-02-07,CA_PRAIRIE,"Calgary, AB",4.271,0.4,0.0,33.8,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-02-14,CA_PRAIRIE,"Calgary, AB",-4.329,1.4,11.2,25.6,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-02-21,CA_PRAIRIE,"Calgary, AB",-12.814,0.0,1.68,21.8,0,,,,,,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-02-28,CA_PRAIRIE,"Calgary, AB",-5.243,0.0,6.3,18.6,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-03-07,CA_PRAIRIE,"Calgary, AB",-4.857,0.9,2.1,29.8,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-03-14,CA_PRAIRIE,"Calgary, AB",3.643,1.5,0.07,25.4,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-03-21,CA_PRAIRIE,"Calgary, AB",3.743,0.3,0.35,25.7,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-03-28,CA_PRAIRIE,"Calgary, AB",2.971,3.6,1.47,21.3,2,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-04-04,CA_PRAIRIE,"Calgary, AB",5.0,2.3,0.0,29.8,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-04-11,CA_PRAIRIE,"Calgary, AB",-5.314,0.4,3.08,21.0,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-04-18,CA_PRAIRIE,"Calgary, AB",2.229,2.6,8.96,24.0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-04-25,CA_PRAIRIE,"Calgary, AB",7.3,3.7,0.0,20.4,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-05-02,CA_PRAIRIE,"Calgary, AB",10.086,7.6,0.0,24.8,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-05-09,CA_PRAIRIE,"Calgary, AB",7.757,4.9,4.34,17.6,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-05-16,CA_PRAIRIE,"Calgary, AB",7.814,15.5,0.0,35.6,2,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-05-23,CA_PRAIRIE,"Calgary, AB",13.286,2.1,0.0,18.7,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-05-30,CA_PRAIRIE,"Calgary, AB",12.6,30.3,0.0,23.9,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-06-06,CA_PRAIRIE,"Calgary, AB",14.257,28.3,0.0,21.2,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-06-13,CA_PRAIRIE,"Calgary, AB",12.729,101.6,0.0,35.3,0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-06-20,CA_PRAIRIE,"Calgary, AB",13.371,21.8,0.0,24.4,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-06-27,CA_PRAIRIE,"Calgary, AB",14.471,17.4,0.0,21.0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REFERENCE_UNAVAILABLE,No prior-year seasonal weather reference available,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-07-04,CA_PRAIRIE,"Calgary, AB",15.957,11.4,0.0,16.9,0,18.471,32.8,0.0,-2.514,-21.4,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-07-11,CA_PRAIRIE,"Calgary, AB",19.529,4.0,0.0,17.4,0,19.143,0.8,0.0,0.386,3.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-07-18,CA_PRAIRIE,"Calgary, AB",18.029,22.1,0.0,21.9,0,18.2,2.6,0.0,-0.171,19.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-07-25,CA_PRAIRIE,"Calgary, AB",19.686,10.9,0.0,18.0,0,21.086,0.3,0.0,-1.4,10.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-08-01,CA_PRAIRIE,"Calgary, AB",17.171,13.7,0.0,28.4,0,19.629,14.4,0.0,-2.458,-0.7,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-08-08,CA_PRAIRIE,"Calgary, AB",20.643,1.8,0.0,22.7,0,20.6,0.0,0.0,0.043,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-08-15,CA_PRAIRIE,"Calgary, AB",20.257,3.7,0.0,21.0,0,12.543,66.1,0.0,7.714,-62.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-08-22,CA_PRAIRIE,"Calgary, AB",16.757,20.6,0.0,25.2,0,12.886,9.2,0.0,3.871,11.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-08-29,CA_PRAIRIE,"Calgary, AB",20.429,0.0,0.0,16.1,0,13.286,4.4,0.0,7.143,-4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-09-05,CA_PRAIRIE,"Calgary, AB",14.586,4.0,0.0,19.3,0,14.371,15.1,0.0,0.215,-11.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-09-12,CA_PRAIRIE,"Calgary, AB",13.357,1.3,0.0,18.7,0,10.386,4.5,0.21,2.971,-3.2,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-09-19,CA_PRAIRIE,"Calgary, AB",10.114,0.3,0.0,25.5,0,13.543,0.1,0.0,-3.429,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-09-26,CA_PRAIRIE,"Calgary, AB",14.443,0.7,0.0,21.1,0,11.786,0.0,0.0,2.657,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2022-10-03,CA_PRAIRIE,"Calgary, AB",10.957,0.5,0.0,12.9,0,7.014,0.9,0.21,3.943,-0.4,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
