fold,sku_id,channel_id,model,wape_pct,bias_pct,mae_units,actual_units_total,forecast_units_total,test_observations
12,CTS-001,ECOM,Seasonal_MA_2Y,12.307857168823274,-10.19105938216582,54.0540218168541,5709.379577454807,5127.53331436314,13
12,CTS-001,ECOM,Seasonal_Naive,10.255133937290697,-6.544467696706294,45.03880943510093,5709.379577454807,5335.731075325931,13
12,CTS-001,RETAIL,Seasonal_MA_2Y,10.010136298421324,-8.519088055082866,31.830003350225947,4133.710383326102,3781.5559558284485,13
12,CTS-001,RETAIL,Seasonal_Naive,9.909197631664435,-5.388210390738387,31.50904087726284,4133.710383326102,3910.9773709286933,13
12,CTS-001,WHOLESALE,Seasonal_MA_2Y,16.86426112839309,-2.031157996424527,43.87309137955901,3382.005197808585,3313.311328793802,13
12,CTS-001,WHOLESALE,Seasonal_Naive,23.81911360767565,4.769778603300852,61.9664354064248,3382.005197808585,3543.3193580961806,13
12,IMH-001,ECOM,Seasonal_MA_2Y,17.529361978361692,-15.147277029519879,93.32768527361046,6921.301015145836,5872.912376334723,13
12,IMH-001,ECOM,Seasonal_Naive,13.535885903531586,-12.09107083507595,72.06610834231644,6921.301015145836,6084.441606695722,13
12,IMH-001,RETAIL,Seasonal_MA_2Y,13.674351810015443,-11.186487553441157,51.842014468699254,4928.5421163398405,4377.211365929379,13
12,IMH-001,RETAIL,Seasonal_Naive,12.849340865244322,-7.303349092046546,48.71424432427942,4928.5421163398405,4568.593480435003,13
12,IMH-001,WHOLESALE,Seasonal_MA_2Y,20.415188604582653,-2.824106202491892,65.02796675948254,4140.856027573079,4023.9138556621283,13
12,IMH-001,WHOLESALE,Seasonal_Naive,20.74251052378156,-2.6905046847435674,66.07057671492224,4140.856027573079,4029.4461021627385,13
