week_start,region_id,proxy_city,avg_temp_c,min_temp_c,max_temp_c,rain_mm,rain_days,snow_cm,snow_days,precipitation_mm,precipitation_hours,max_wind_kmh,max_gust_kmh,high_wind_days,cold_days_lt5c,wet_cold_days,days_in_week,source,model
2022-10-10,CA_PNW,"Vancouver, BC",14.986,8.5,25.0,0.0,0,0.0,0,0.0,0.0,12.3,23.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-10,CA_PRAIRIE,"Calgary, AB",8.343,-2.8,21.6,2.5,2,0.0,0,2.5,8.0,24.2,40.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-10,CA_QC,"Montreal, QC",9.971,-0.5,18.6,40.0,2,0.0,0,40.0,24.0,30.3,63.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-10,US_MIDWEST,"Chicago, IL",10.729,2.3,20.1,16.9,3,0.0,0,16.9,21.0,35.5,63.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-10,US_MTN,"Denver, CO",12.586,3.4,25.2,0.0,0,0.0,0,0.0,0.0,20.3,40.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-10,US_NE,"New York, NY",14.843,8.7,20.3,17.3,2,0.0,0,17.3,19.0,21.3,38.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-10,US_PNW,"Seattle, WA",14.657,8.4,25.9,0.8,0,0.0,0,0.8,6.0,14.1,29.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-10,US_WEST,"San Francisco, CA",15.343,11.7,21.0,0.0,0,0.0,0,0.0,0.0,17.9,39.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,CA_ON,"Toronto, ON",8.743,0.2,20.4,7.2,3,0.0,0,7.2,35.0,27.2,52.6,0,1,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,CA_PNW,"Vancouver, BC",11.429,5.4,19.0,12.6,3,0.0,0,12.6,37.0,9.7,23.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,CA_PRAIRIE,"Calgary, AB",6.614,-4.3,25.5,4.4,1,6.65,2,13.9,57.0,22.5,39.6,0,3,1,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,CA_QC,"Montreal, QC",9.057,1.2,20.6,11.9,3,0.0,0,11.9,35.0,25.1,55.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,US_MIDWEST,"Chicago, IL",10.314,1.4,23.7,1.2,1,0.0,0,1.2,12.0,38.7,73.8,0,2,1,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,US_MTN,"Denver, CO",13.3,1.5,26.5,1.1,1,0.0,0,1.1,5.0,22.8,50.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,US_NE,"New York, NY",11.657,4.8,18.6,4.3,2,0.0,0,4.3,16.0,21.5,43.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,US_PNW,"Seattle, WA",11.343,4.3,18.9,14.7,2,0.0,0,14.7,42.0,18.2,36.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-17,US_WEST,"San Francisco, CA",17.043,8.8,30.7,0.0,0,0.0,0,0.0,0.0,25.8,56.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,CA_ON,"Toronto, ON",8.771,-2.0,18.1,6.8,1,0.0,0,6.8,7.0,28.3,54.0,0,1,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,CA_PNW,"Vancouver, BC",9.657,6.3,12.6,177.1,7,0.0,0,177.1,134.0,28.5,67.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,CA_PRAIRIE,"Calgary, AB",2.857,-7.8,13.5,0.2,0,0.0,0,0.2,2.0,28.5,53.6,0,4,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,CA_QC,"Montreal, QC",10.214,-2.7,23.0,11.8,1,0.0,0,11.8,8.0,29.0,54.7,0,1,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,US_MIDWEST,"Chicago, IL",11.314,3.5,21.6,35.7,3,0.0,0,35.7,33.0,34.3,56.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,US_MTN,"Denver, CO",7.0,-2.0,16.7,7.4,2,1.26,1,9.2,24.0,16.8,38.5,0,1,1,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,US_NE,"New York, NY",13.829,5.3,20.8,12.8,2,0.0,0,12.8,31.0,19.8,38.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,US_PNW,"Seattle, WA",10.771,7.0,16.2,70.0,6,0.0,0,70.0,103.0,25.2,57.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-24,US_WEST,"San Francisco, CA",14.2,6.9,21.9,0.0,0,0.0,0,0.0,0.0,14.4,35.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,CA_ON,"Toronto, ON",12.271,4.5,22.6,6.0,2,0.0,0,6.0,13.0,32.3,73.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,CA_PNW,"Vancouver, BC",6.086,1.9,11.7,58.0,5,18.06,2,83.8,91.0,27.7,77.4,0,2,2,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,CA_PRAIRIE,"Calgary, AB",-4.171,-16.6,5.7,0.4,0,16.24,3,23.6,72.0,27.9,51.5,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,CA_QC,"Montreal, QC",11.929,-0.1,22.8,9.3,1,0.0,0,9.3,11.0,26.5,52.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,US_MIDWEST,"Chicago, IL",13.629,6.6,20.7,11.2,2,0.0,0,11.2,18.0,51.9,87.1,1,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,US_MTN,"Denver, CO",7.671,-2.4,22.7,0.0,0,3.08,1,4.4,15.0,20.3,46.8,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,US_NE,"New York, NY",15.843,8.0,23.4,17.9,2,0.0,0,17.9,20.0,17.4,31.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,US_PNW,"Seattle, WA",7.9,2.6,14.5,118.0,7,0.21,0,118.3,137.0,32.8,67.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-10-31,US_WEST,"San Francisco, CA",12.843,6.0,17.9,8.2,2,0.0,0,8.2,20.0,24.2,55.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,CA_ON,"Toronto, ON",8.271,-0.6,20.1,17.9,2,0.0,0,17.9,25.0,23.6,46.1,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,CA_PNW,"Vancouver, BC",3.314,-4.4,9.2,1.5,1,0.91,0,2.8,18.0,17.7,42.8,0,4,1,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,CA_PRAIRIE,"Calgary, AB",-14.471,-29.6,-1.3,0.0,0,6.23,1,8.9,27.0,16.1,35.6,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,CA_QC,"Montreal, QC",8.214,-4.3,16.1,46.6,2,0.0,0,46.6,29.0,32.2,61.6,0,3,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,US_MIDWEST,"Chicago, IL",8.171,-0.8,21.9,2.0,1,0.0,0,2.0,7.0,27.0,48.6,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,US_MTN,"Denver, CO",4.529,-6.1,22.6,0.1,0,0.07,0,0.2,2.0,21.6,39.6,0,4,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,US_NE,"New York, NY",14.171,3.9,24.1,20.7,3,0.0,0,20.7,32.0,26.5,50.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,US_PNW,"Seattle, WA",4.7,-0.1,9.5,8.3,1,0.28,0,8.7,20.0,19.8,44.3,0,3,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-07,US_WEST,"San Francisco, CA",10.886,5.6,16.8,31.7,2,0.0,0,31.7,41.0,27.9,59.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,CA_ON,"Toronto, ON",-1.343,-6.1,3.6,4.7,2,4.34,1,10.9,37.0,32.5,68.0,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,CA_PNW,"Vancouver, BC",4.786,0.3,10.2,0.2,0,0.0,0,0.2,1.0,17.2,45.0,0,4,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,CA_PRAIRIE,"Calgary, AB",-5.1,-16.7,4.5,0.1,0,0.7,0,1.1,8.0,24.7,48.6,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,CA_QC,"Montreal, QC",-2.2,-9.0,2.1,0.0,0,9.8,1,14.0,30.0,35.5,63.7,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,US_MIDWEST,"Chicago, IL",-1.1,-9.7,4.4,6.4,2,4.06,2,12.2,46.0,35.0,65.5,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,US_MTN,"Denver, CO",-4.586,-15.4,10.7,0.1,0,8.54,3,12.3,41.0,18.5,38.9,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,US_NE,"New York, NY",4.414,-0.9,10.1,16.0,2,0.0,0,16.0,20.0,28.4,56.5,0,4,1,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,US_PNW,"Seattle, WA",4.271,-0.8,11.3,0.0,0,0.0,0,0.0,0.0,13.2,32.8,0,6,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-14,US_WEST,"San Francisco, CA",10.643,3.1,19.1,0.0,0,0.0,0,0.0,0.0,14.2,30.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,CA_ON,"Toronto, ON",3.514,-6.6,12.4,12.3,2,0.21,0,12.6,17.0,31.8,58.7,0,4,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,CA_PNW,"Vancouver, BC",6.8,2.3,12.3,77.4,5,0.21,0,77.7,71.0,26.7,66.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,CA_PRAIRIE,"Calgary, AB",1.629,-8.6,8.6,0.8,0,4.55,2,7.3,21.0,31.9,59.8,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,CA_QC,"Montreal, QC",0.243,-9.5,8.9,6.3,2,0.56,0,7.1,23.0,31.2,59.8,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,US_MIDWEST,"Chicago, IL",5.043,-1.5,12.7,9.5,2,0.0,0,9.5,17.0,31.3,52.9,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,US_MTN,"Denver, CO",1.5,-7.5,15.5,0.0,0,0.84,0,1.2,8.0,12.6,26.3,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,US_NE,"New York, NY",6.2,-3.2,13.4,14.1,2,0.0,0,14.1,14.0,24.3,47.9,0,1,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,US_PNW,"Seattle, WA",7.071,3.5,11.6,49.0,4,0.28,0,49.4,51.0,30.4,62.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-21,US_WEST,"San Francisco, CA",11.043,2.6,20.8,0.0,0,0.0,0,0.0,0.0,15.0,31.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,CA_ON,"Toronto, ON",2.6,-3.4,9.7,20.8,3,0.0,0,20.8,30.0,41.9,72.0,1,6,2,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,CA_PNW,"Vancouver, BC",-0.186,-8.0,5.2,2.2,0,20.3,3,31.2,46.0,20.2,72.4,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,CA_PRAIRIE,"Calgary, AB",-16.029,-30.0,-1.6,0.0,0,2.66,1,3.8,24.0,24.2,52.9,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,CA_QC,"Montreal, QC",1.014,-5.7,8.8,22.7,3,0.35,0,23.2,39.0,39.4,76.7,0,7,3,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,US_MIDWEST,"Chicago, IL",1.843,-6.8,13.3,5.5,3,0.0,0,5.5,16.0,38.5,65.5,0,5,1,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,US_MTN,"Denver, CO",0.357,-14.1,15.0,1.5,1,3.43,1,6.4,20.0,30.1,59.0,0,5,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,US_NE,"New York, NY",6.429,-1.5,14.0,26.4,2,0.0,0,26.4,21.0,31.9,72.0,0,4,0,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,US_PNW,"Seattle, WA",1.843,-2.3,5.9,28.6,5,14.0,5,48.6,87.0,23.9,73.8,0,7,5,7,Open-Meteo Historical Weather API,ERA5
2022-11-28,US_WEST,"San Francisco, CA",9.3,2.5,15.4,34.8,3,0.0,0,34.8,41.0,28.5,57.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,CA_ON,"Toronto, ON",1.971,-4.1,7.5,7.6,2,2.8,1,11.6,27.0,23.6,43.2,0,5,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,CA_PNW,"Vancouver, BC",3.686,-0.9,6.8,35.0,5,32.41,4,81.3,114.0,20.2,64.1,0,5,3,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,CA_PRAIRIE,"Calgary, AB",-11.029,-23.4,-0.5,0.0,0,4.41,2,6.3,39.0,18.5,36.4,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,CA_QC,"Montreal, QC",-0.471,-11.4,9.2,28.8,2,0.77,0,29.9,40.0,21.6,41.4,0,6,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,US_MIDWEST,"Chicago, IL",3.214,-1.2,6.0,8.8,1,3.5,1,13.8,21.0,24.2,46.1,0,7,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,US_MTN,"Denver, CO",3.271,-5.8,17.1,0.0,0,0.0,0,0.0,0.0,22.3,49.7,0,5,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,US_NE,"New York, NY",6.329,-1.7,14.7,27.1,3,0.0,0,27.1,33.0,16.0,36.7,0,4,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,US_PNW,"Seattle, WA",5.114,0.7,8.2,32.5,5,1.05,0,34.0,76.0,19.9,60.5,0,3,2,7,Open-Meteo Historical Weather API,ERA5
2022-12-05,US_WEST,"San Francisco, CA",10.757,5.6,14.9,54.8,5,0.0,0,54.8,78.0,32.1,66.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,CA_ON,"Toronto, ON",-1.5,-9.1,4.2,8.1,2,12.53,2,26.0,27.0,36.5,73.1,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,CA_PNW,"Vancouver, BC",1.214,-6.1,6.1,0.4,0,3.15,1,4.9,22.0,17.2,41.8,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,CA_PRAIRIE,"Calgary, AB",-12.171,-24.7,0.3,0.0,0,5.39,3,7.7,45.0,21.1,43.2,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,CA_QC,"Montreal, QC",-2.643,-11.3,5.0,0.0,0,9.31,2,13.2,41.0,22.8,42.1,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,US_MIDWEST,"Chicago, IL",0.157,-7.9,6.5,38.4,2,0.35,0,38.9,40.0,31.9,60.5,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,US_MTN,"Denver, CO",-4.043,-14.9,12.3,0.3,0,5.95,1,8.8,37.0,22.7,47.9,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,US_NE,"New York, NY",2.729,-2.9,6.9,28.3,2,0.49,0,29.0,42.0,32.2,62.6,0,6,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,US_PNW,"Seattle, WA",3.757,-0.2,8.3,2.5,2,1.89,1,5.2,24.0,20.8,45.0,0,6,2,7,Open-Meteo Historical Weather API,ERA5
2022-12-12,US_WEST,"San Francisco, CA",6.971,1.3,13.0,1.7,1,0.0,0,1.7,6.0,14.1,32.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,CA_ON,"Toronto, ON",-3.257,-13.4,4.2,14.2,2,5.25,1,21.7,50.0,44.6,83.2,2,7,2,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,CA_PNW,"Vancouver, BC",-2.971,-11.2,8.1,80.2,3,21.28,2,110.6,89.0,18.4,54.0,0,5,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,CA_PRAIRIE,"Calgary, AB",-23.214,-36.1,1.0,0.1,0,1.33,0,2.0,16.0,24.1,46.8,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,CA_QC,"Montreal, QC",-5.0,-12.0,6.1,15.6,1,11.34,2,31.8,52.0,37.8,88.6,0,7,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,US_MIDWEST,"Chicago, IL",-9.1,-22.1,1.1,0.1,0,4.55,1,6.6,26.0,41.8,77.0,1,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,US_MTN,"Denver, CO",-6.6,-26.9,11.2,0.1,0,2.73,1,4.0,13.0,29.2,49.0,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,US_NE,"New York, NY",-0.957,-12.7,12.8,29.3,2,0.21,0,29.6,28.0,35.2,83.9,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,US_PNW,"Seattle, WA",1.671,-5.1,9.7,53.8,5,6.44,3,63.0,120.0,23.6,57.6,0,5,3,7,Open-Meteo Historical Weather API,ERA5
2022-12-19,US_WEST,"San Francisco, CA",8.6,3.6,14.8,0.9,0,0.0,0,0.9,2.0,11.4,26.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,CA_ON,"Toronto, ON",2.657,-7.9,11.3,20.9,3,0.14,0,21.1,35.0,27.4,46.1,0,4,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,CA_PNW,"Vancouver, BC",6.586,3.4,12.1,134.9,6,0.07,0,135.0,117.0,25.1,65.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,CA_PRAIRIE,"Calgary, AB",-3.857,-10.1,6.8,2.1,1,4.48,1,8.5,38.0,22.5,39.2,0,7,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,CA_QC,"Montreal, QC",-0.557,-12.1,6.0,19.2,3,5.74,1,27.4,76.0,19.1,31.3,0,6,2,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,US_MIDWEST,"Chicago, IL",0.886,-11.4,13.0,6.7,1,0.49,0,7.4,21.0,34.4,55.4,0,5,1,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,US_MTN,"Denver, CO",1.529,-11.3,16.5,3.7,1,12.04,2,20.9,16.0,14.8,32.4,0,5,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,US_NE,"New York, NY",2.943,-8.2,12.3,7.1,1,0.0,0,7.1,12.0,15.6,29.9,0,4,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,US_PNW,"Seattle, WA",7.857,3.5,12.2,71.6,6,0.0,0,71.6,108.0,31.1,71.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2022-12-26,US_WEST,"San Francisco, CA",11.843,5.1,16.9,123.4,4,0.0,0,123.4,81.0,31.5,74.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,CA_ON,"Toronto, ON",1.743,-6.4,5.5,27.1,2,0.0,0,27.1,32.0,21.9,41.4,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,CA_PNW,"Vancouver, BC",6.771,2.9,10.0,55.8,4,1.4,1,57.8,93.0,17.7,47.5,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,CA_PRAIRIE,"Calgary, AB",-6.571,-17.1,3.7,0.0,0,0.0,0,0.0,0.0,15.2,27.7,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,CA_QC,"Montreal, QC",-1.871,-11.6,3.4,7.1,2,9.24,1,20.3,43.0,28.4,50.0,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,US_MIDWEST,"Chicago, IL",1.071,-2.6,8.2,16.1,1,0.84,0,17.3,33.0,20.2,37.8,0,6,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,US_MTN,"Denver, CO",-2.886,-9.6,9.4,0.1,0,3.15,1,4.6,28.0,12.5,26.6,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,US_NE,"New York, NY",7.214,-0.3,16.9,22.6,3,0.0,0,22.6,38.0,13.5,32.4,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,US_PNW,"Seattle, WA",7.286,2.2,13.3,24.5,5,0.42,0,25.1,76.0,22.1,48.2,0,1,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-02,US_WEST,"San Francisco, CA",12.029,6.4,16.8,71.1,5,0.0,0,71.1,79.0,36.2,89.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,CA_ON,"Toronto, ON",-2.829,-12.8,3.4,3.5,1,3.36,1,8.3,31.0,28.9,55.4,0,7,1,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,CA_PNW,"Vancouver, BC",8.329,4.2,12.4,122.9,7,0.0,0,122.9,105.0,19.0,63.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,CA_PRAIRIE,"Calgary, AB",-3.343,-16.0,5.0,0.1,0,0.0,0,0.1,1.0,18.4,34.9,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,CA_QC,"Montreal, QC",-7.114,-19.0,-0.4,1.7,1,22.4,2,33.7,46.0,25.3,43.2,0,7,1,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,US_MIDWEST,"Chicago, IL",1.457,-3.7,8.1,0.3,0,0.0,0,0.3,3.0,31.7,56.5,0,6,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,US_MTN,"Denver, CO",1.914,-6.1,13.9,0.0,0,1.96,1,2.8,16.0,14.6,30.2,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,US_NE,"New York, NY",3.729,-0.8,12.1,16.9,3,0.0,0,16.9,31.0,24.5,65.5,0,5,1,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,US_PNW,"Seattle, WA",8.971,5.7,12.9,52.9,7,0.0,0,52.9,105.0,23.2,52.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-09,US_WEST,"San Francisco, CA",13.171,9.3,18.4,114.6,6,0.0,0,114.6,113.0,36.5,87.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,CA_ON,"Toronto, ON",0.771,-5.8,5.3,5.1,2,4.34,2,11.3,39.0,33.1,62.6,0,7,2,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,CA_PNW,"Vancouver, BC",5.086,1.8,7.7,60.8,6,4.13,1,66.7,103.0,23.2,50.8,0,4,3,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,CA_PRAIRIE,"Calgary, AB",-3.171,-9.8,5.8,0.0,0,0.63,0,0.9,7.0,18.0,39.2,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,CA_QC,"Montreal, QC",-4.486,-16.3,1.8,0.0,0,8.89,2,12.7,39.0,22.0,38.2,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,US_MIDWEST,"Chicago, IL",1.971,-1.9,9.0,19.3,3,2.03,1,22.2,63.0,32.8,53.3,0,7,3,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,US_MTN,"Denver, CO",-3.171,-10.8,7.8,0.0,0,10.92,2,15.6,34.0,19.5,34.9,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,US_NE,"New York, NY",4.286,-1.8,10.6,24.4,2,0.0,0,24.4,24.0,24.4,46.4,0,5,2,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,US_PNW,"Seattle, WA",5.514,1.2,9.4,26.8,5,0.56,0,27.6,65.0,20.1,46.1,0,4,3,7,Open-Meteo Historical Weather API,ERA5
2023-01-16,US_WEST,"San Francisco, CA",9.2,2.5,15.8,21.8,3,0.0,0,21.8,14.0,25.7,51.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,CA_ON,"Toronto, ON",-0.957,-6.4,3.3,2.1,1,19.04,4,29.3,51.0,33.9,64.8,0,7,1,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,CA_PNW,"Vancouver, BC",4.571,-2.4,8.0,10.9,3,0.14,0,11.1,52.0,15.2,40.3,0,4,1,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,CA_PRAIRIE,"Calgary, AB",-5.786,-25.7,8.1,1.6,0,5.67,1,9.7,40.0,27.1,56.2,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,CA_QC,"Montreal, QC",-5.243,-13.6,1.3,0.2,0,18.62,4,26.8,56.0,29.7,56.9,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,US_MIDWEST,"Chicago, IL",-2.486,-9.5,2.0,0.0,0,13.37,4,19.1,68.0,32.3,58.0,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,US_MTN,"Denver, CO",-5.186,-21.2,6.1,0.1,0,2.24,0,3.3,26.0,15.5,44.3,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,US_NE,"New York, NY",4.5,0.1,10.7,29.5,3,0.84,0,30.7,40.0,28.8,75.6,0,4,2,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,US_PNW,"Seattle, WA",5.943,-0.8,8.9,7.6,1,0.0,0,7.6,26.0,16.9,35.6,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-23,US_WEST,"San Francisco, CA",10.629,4.2,19.4,1.4,1,0.0,0,1.4,7.0,19.2,40.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,CA_ON,"Toronto, ON",-8.0,-26.2,5.0,0.0,0,1.12,0,1.6,12.0,32.1,61.2,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,CA_PNW,"Vancouver, BC",4.429,-4.6,8.8,32.5,3,2.17,1,35.6,73.0,24.7,71.3,0,3,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,CA_PRAIRIE,"Calgary, AB",-6.257,-17.1,5.2,0.1,0,0.49,0,0.8,8.0,19.8,34.2,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,CA_QC,"Montreal, QC",-14.986,-30.0,-1.5,0.0,0,4.69,3,6.7,41.0,32.1,64.1,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,US_MIDWEST,"Chicago, IL",-7.5,-16.6,4.6,0.0,0,0.63,0,0.9,7.0,31.1,51.5,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,US_MTN,"Denver, CO",-4.986,-24.2,11.8,0.0,0,0.63,0,0.9,9.0,15.7,32.8,0,7,0,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,US_NE,"New York, NY",-0.271,-14.3,9.7,1.5,1,0.21,0,1.8,7.0,32.9,64.4,0,6,1,7,Open-Meteo Historical Weather API,ERA5
2023-01-30,US_PNW,"Seattle, WA",4.729,-3.6,10.7,12.0,3,0.0,0,12.0,37.0,26.3,58.3,0,4,0,7,Open-Meteo Historical Weather API,ERA5
